Capital_Call_Date,Triggering_Investment,Total_Capital_Called_for_Deal,Investor,Investor_Contribution,Cumulative_Contribution,Total_Commitment,Remaining_Commitment
2018-02-28,Evocapital (plc),896636110.0,Silvercrest Stewardship,37359838.0,4659487785.0,5000000000.0,340512215.0
2018-02-28,Evocapital (plc),896636110.0,Carraway Heritage Capital,37359838.0,4659487785.0,5000000000.0,340512215.0
2018-02-28,Evocapital (plc),896636110.0,Everpine Holdings,37359838.0,4659487785.0,5000000000.0,340512215.0
2018-02-28,Evocapital (plc),896636110.0,BlueMesa Family Investments,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Marigold Continuum Group,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Northbridge Dynasty Trust,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Aurora Ridge Capital,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Saffron Gate Assets,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Redwood Haven Ventures,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Celestia Heritage Fund,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-02-28,Evocapital (plc),896636110.0,Stonewell Family Capital,37359838.0,1345219098.0,5000000000.0,3654780902.0
2018-03-31,Titantechnologie Gulf,741224026.0,Amelia Chen,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Noah Sullivan,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Priya Deshmukh,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Luca Moretti,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Isabella Vargas,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Ethan Gallagher,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Aisha Mensah,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Kenji Watanabe,30884334.0,11740661479.0,5000000000.0,-6740661479.0
2018-03-31,Titantechnologie Gulf,741224026.0,Sofia Petrovic,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Mateo Alvarez,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Fatima Al-Sayeed,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Julian Becker,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Harborview Legacy Partners,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Silvercrest Stewardship,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Carraway Heritage Capital,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,Everpine Holdings,30884334.0,4690372119.0,5000000000.0,309627881.0
2018-03-31,Titantechnologie Gulf,741224026.0,BlueMesa Family Investments,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Marigold Continuum Group,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Northbridge Dynasty Trust,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Aurora Ridge Capital,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Saffron Gate Assets,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Redwood Haven Ventures,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Celestia Heritage Fund,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-03-31,Titantechnologie Gulf,741224026.0,Stonewell Family Capital,30884334.0,1376103433.0,5000000000.0,3623896567.0
2018-04-30,Voltmotor British,2766855829.0,Amelia Chen,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Noah Sullivan,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Priya Deshmukh,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Luca Moretti,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Isabella Vargas,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Ethan Gallagher,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Aisha Mensah,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Kenji Watanabe,115285660.0,11855947139.0,5000000000.0,-6855947139.0
2018-04-30,Voltmotor British,2766855829.0,Sofia Petrovic,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Mateo Alvarez,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Fatima Al-Sayeed,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Julian Becker,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Harborview Legacy Partners,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Silvercrest Stewardship,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Carraway Heritage Capital,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,Everpine Holdings,115285660.0,4805657779.0,5000000000.0,194342221.0
2018-04-30,Voltmotor British,2766855829.0,BlueMesa Family Investments,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Marigold Continuum Group,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Northbridge Dynasty Trust,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Aurora Ridge Capital,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Saffron Gate Assets,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Redwood Haven Ventures,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Celestia Heritage Fund,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-04-30,Voltmotor British,2766855829.0,Stonewell Family Capital,115285660.0,1491389092.0,5000000000.0,3508610908.0
2018-05-31,Euro Technologies Market,1957569321.0,Amelia Chen,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Noah Sullivan,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Priya Deshmukh,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Luca Moretti,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Isabella Vargas,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Ethan Gallagher,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Aisha Mensah,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Kenji Watanabe,81565388.0,11937512527.0,5000000000.0,-6937512527.0
2018-05-31,Euro Technologies Market,1957569321.0,Sofia Petrovic,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Mateo Alvarez,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Fatima Al-Sayeed,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Julian Becker,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Harborview Legacy Partners,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Silvercrest Stewardship,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Carraway Heritage Capital,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,Everpine Holdings,81565388.0,4887223167.0,5000000000.0,112776833.0
2018-05-31,Euro Technologies Market,1957569321.0,BlueMesa Family Investments,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Marigold Continuum Group,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Northbridge Dynasty Trust,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Aurora Ridge Capital,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Saffron Gate Assets,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Redwood Haven Ventures,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Celestia Heritage Fund,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-05-31,Euro Technologies Market,1957569321.0,Stonewell Family Capital,81565388.0,1572954481.0,5000000000.0,3427045519.0
2018-09-30,Coreventure Muscat,1109087758.0,Amelia Chen,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Noah Sullivan,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Priya Deshmukh,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Luca Moretti,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Isabella Vargas,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Ethan Gallagher,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Aisha Mensah,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Kenji Watanabe,46211990.0,11983724517.0,5000000000.0,-6983724517.0
2018-09-30,Coreventure Muscat,1109087758.0,Sofia Petrovic,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Mateo Alvarez,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Fatima Al-Sayeed,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Julian Becker,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Harborview Legacy Partners,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Silvercrest Stewardship,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Carraway Heritage Capital,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,Everpine Holdings,46211990.0,4933435157.0,5000000000.0,66564843.0
2018-09-30,Coreventure Muscat,1109087758.0,BlueMesa Family Investments,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Marigold Continuum Group,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Northbridge Dynasty Trust,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Aurora Ridge Capital,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Saffron Gate Assets,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Redwood Haven Ventures,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Celestia Heritage Fund,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-09-30,Coreventure Muscat,1109087758.0,Stonewell Family Capital,46211990.0,1619166470.0,5000000000.0,3380833530.0
2018-10-31,Terraventure (ltd.),1970656714.0,Amelia Chen,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Noah Sullivan,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Priya Deshmukh,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Luca Moretti,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Isabella Vargas,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Ethan Gallagher,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Aisha Mensah,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Kenji Watanabe,82110696.0,12065835213.0,5000000000.0,-7065835213.0
2018-10-31,Terraventure (ltd.),1970656714.0,Sofia Petrovic,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Mateo Alvarez,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Fatima Al-Sayeed,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Julian Becker,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Harborview Legacy Partners,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Silvercrest Stewardship,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Carraway Heritage Capital,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,Everpine Holdings,82110696.0,5015545853.0,5000000000.0,-15545853.0
2018-10-31,Terraventure (ltd.),1970656714.0,BlueMesa Family Investments,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Marigold Continuum Group,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Northbridge Dynasty Trust,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Aurora Ridge Capital,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Saffron Gate Assets,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Redwood Haven Ventures,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Celestia Heritage Fund,82110696.0,1701277167.0,5000000000.0,3298722833.0
2018-10-31,Terraventure (ltd.),1970656714.0,Stonewell Family Capital,82110696.0,1701277167.0,5000000000.0,3298722833.0
2019-01-31,(ksc) Industries Omni,864284930.0,Amelia Chen,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Noah Sullivan,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Priya Deshmukh,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Luca Moretti,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Isabella Vargas,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Ethan Gallagher,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Aisha Mensah,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Kenji Watanabe,36011872.0,12101847085.0,5000000000.0,-7101847085.0
2019-01-31,(ksc) Industries Omni,864284930.0,Sofia Petrovic,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Mateo Alvarez,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Fatima Al-Sayeed,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Julian Becker,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Harborview Legacy Partners,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Silvercrest Stewardship,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Carraway Heritage Capital,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,Everpine Holdings,36011872.0,5051557725.0,5000000000.0,-51557725.0
2019-01-31,(ksc) Industries Omni,864284930.0,BlueMesa Family Investments,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Marigold Continuum Group,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Northbridge Dynasty Trust,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Aurora Ridge Capital,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Saffron Gate Assets,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Redwood Haven Ventures,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Celestia Heritage Fund,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-01-31,(ksc) Industries Omni,864284930.0,Stonewell Family Capital,36011872.0,1737289039.0,5000000000.0,3262710961.0
2019-05-31,London Industries Tech,624404659.0,Amelia Chen,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Noah Sullivan,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Priya Deshmukh,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Luca Moretti,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Isabella Vargas,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Ethan Gallagher,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Aisha Mensah,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Kenji Watanabe,26016861.0,12127863946.0,5000000000.0,-7127863946.0
2019-05-31,London Industries Tech,624404659.0,Sofia Petrovic,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Mateo Alvarez,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Fatima Al-Sayeed,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Julian Becker,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Harborview Legacy Partners,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Silvercrest Stewardship,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Carraway Heritage Capital,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,Everpine Holdings,26016861.0,5077574586.0,5000000000.0,-77574586.0
2019-05-31,London Industries Tech,624404659.0,BlueMesa Family Investments,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Marigold Continuum Group,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Northbridge Dynasty Trust,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Aurora Ridge Capital,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Saffron Gate Assets,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Redwood Haven Ventures,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Celestia Heritage Fund,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,London Industries Tech,624404659.0,Stonewell Family Capital,26016861.0,1763305900.0,5000000000.0,3236694100.0
2019-05-31,Arabian Systems Apex,1204333746.0,Amelia Chen,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Noah Sullivan,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Priya Deshmukh,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Luca Moretti,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Isabella Vargas,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Ethan Gallagher,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Aisha Mensah,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Kenji Watanabe,50180573.0,12178044519.0,5000000000.0,-7178044519.0
2019-05-31,Arabian Systems Apex,1204333746.0,Sofia Petrovic,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Mateo Alvarez,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Fatima Al-Sayeed,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Julian Becker,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Harborview Legacy Partners,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Silvercrest Stewardship,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Carraway Heritage Capital,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,Everpine Holdings,50180573.0,5127755159.0,5000000000.0,-127755159.0
2019-05-31,Arabian Systems Apex,1204333746.0,BlueMesa Family Investments,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Marigold Continuum Group,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Northbridge Dynasty Trust,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Aurora Ridge Capital,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Saffron Gate Assets,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Redwood Haven Ventures,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Celestia Heritage Fund,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-05-31,Arabian Systems Apex,1204333746.0,Stonewell Family Capital,50180573.0,1813486472.0,5000000000.0,3186513528.0
2019-06-30,Gulf Healthmarket,721516736.0,Amelia Chen,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Noah Sullivan,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Priya Deshmukh,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Luca Moretti,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Isabella Vargas,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Ethan Gallagher,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Aisha Mensah,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Kenji Watanabe,30063197.0,12208107716.0,5000000000.0,-7208107716.0
2019-06-30,Gulf Healthmarket,721516736.0,Sofia Petrovic,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Mateo Alvarez,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Fatima Al-Sayeed,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Julian Becker,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Harborview Legacy Partners,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Silvercrest Stewardship,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Carraway Heritage Capital,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,Everpine Holdings,30063197.0,5157818356.0,5000000000.0,-157818356.0
2019-06-30,Gulf Healthmarket,721516736.0,BlueMesa Family Investments,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Marigold Continuum Group,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Northbridge Dynasty Trust,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Aurora Ridge Capital,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Saffron Gate Assets,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Redwood Haven Ventures,30063197.0,1843549670.0,5000000000.0,3156450330.0
2019-06-30,Gulf Healthmarket,721516736.0,Celestia Heritage Fund,30063197.0,1843549670.0,5000000000.0,3156450330.0
